DBNOs,assists,boosts,damageDealt,deathType,headshotKills,heals,killPlace,killStreaks,kills,longestKill,name,playerId,revives,rideDistance,roadKills,swimDistance,teamKills,timeSurvived,vehicleDestroys,walkDistance,weaponsAcquired,winPlace,id
2,0,6,280.7918,byplayer,0,5,14,2,2,34.10092,17_LilGhost,account.2f6ae84a8b73465096f9c070ba0f34a4,0,4299.5107,0,0.0,0,1508,0,1166.4719,4,5,0d1dad3c-6963-482c-9159-2690c309d9c1
0,0,7,69.1555,byplayer,0,2,36,0,0,0.0,BRU_GodMiao,account.4af2f0f4a9a24c2c80e0b99ce204b541,0,5093.5127,0,0.0,0,1227,0,1013.76447,6,7,35bb229b-6b2c-4bf6-8cff-bac8f8ab9616
2,2,3,202.85399,byplayer,0,4,48,0,0,0.0,ENCE_D1gg3r1,account.c3197b96591247e3b2984ffd7b0c3ece,0,8022.8926,0,0.0,0,1128,0,1304.1842,6,11,be9514e9-c5df-426d-a9e4-204d431cac1e
0,0,0,0.0,suicide,0,0,53,0,0,0.0,SSG_Keenan,account.176e7fe6928c42b0ba8c12f332f38830,0,3043.0837,0,0.0,0,339,0,296.9971,3,13,904b8366-c0c8-44f3-a5c6-0bde0d0d6761
2,1,7,375.20593,byplayer,1,10,5,1,3,142.73999,MCG_LingDuuuuuu,account.510027e2e1a542b2bfb3532014710f1f,0,2258.7039,0,0.0,0,1751,0,2275.758,7,3,d53b0807-e282-4bb4-9477-f2d1ee84eb93
1,0,2,125.81912,byplayer,0,3,63,0,0,0.0,VP_spyrro,account.8f7a9336b09646d09df0c581420b1738,0,0.0,0,0.0,0,615,0,705.8632,6,16,8e076003-1894-4a4f-b763-917d4aaeda97
0,0,3,196.62404,byplayer,0,4,37,0,0,0.0,BRU_Noardra,account.04397540df064bd4a28cafd142d5d5db,1,4369.409,0,0.0,0,1226,0,1279.6729,6,7,fe7980e2-4427-4eaf-b44f-7f23d1c45dd8
5,0,6,238.38997,byplayer,3,6,1,3,6,142.09467,GBL_Adder,account.626f565fa8c24966a75819086521f918,0,6154.226,0,0.0,0,1705,0,2128.1292,5,2,086a1349-e960-447f-885e-5f6470191853
0,0,6,393.9778,byzone,0,3,20,1,1,61.21544,KPI_Capitan,account.41ed8d4ced7a425983957dc8945af089,1,2867.315,0,0.0,0,1182,0,1391.783,5,4,6719e388-1118-4f6d-a8a3-03f31c0888ee
1,1,4,181.05908,byzone,0,6,23,1,1,69.695145,TSM_FTX_penta,account.1e085ebc937e4bca8bd5fb2fad9fbfef,0,7748.0425,0,0.0,0,1087,0,1035.6415,6,10,d6615127-49e9-4687-9da6-5e1015fcb314
1,3,8,167.12999,alive,1,4,10,1,2,32.203686,TL_jeemzz,account.237b866a4f4848c8bfc1002d07dab622,0,7715.937,0,0.0,0,1691,0,1908.2041,6,1,997018fe-2b43-485f-9be0-5a5804417c5c
0,0,2,80.878845,byplayer,0,0,35,0,0,0.0,BRU_Eaddy,account.1e7348c8091d494bb5fe50d4298c5e9a,0,5484.689,0,0.0,0,1230,0,1570.7897,5,7,22877343-7c32-41d7-a5ae-6b9ed90de748
2,0,4,217.25089,byplayer,2,1,16,2,2,19.867653,SSG_oldless,account.820fca10a2704eacb533f0c8d7feb0b0,1,2300.719,0,0.0,0,726,0,658.1925,4,13,95541cfc-54c3-4d73-81ee-70af6d2d5c93
0,0,3,250.97362,byplayer,0,5,33,0,0,0.0,FURY_Ronon,account.47ec2801a759472eae15f8a5bf923ef6,0,4208.901,0,0.0,0,1483,0,1588.6742,5,6,c7492e1c-c395-4a1f-8e1e-39f332cdf65d
0,0,3,294.522,byplayer,0,1,40,0,0,0.0,DNW_Salute,account.f004af2e9cd6472a82410810814ee08b,0,1423.5952,0,0.0,0,1336,0,1847.6488,7,8,81286f93-a122-4834-b319-825ec6e0b63e
0,0,4,58.029945,byplayer,0,1,46,0,0,0.0,ENCE_Rustanmar,account.2ca3e70c28b8488d8d33c62bf6859e36,0,9764.701,0,0.0,0,1144,0,1102.0923,4,11,a4cd4875-48c1-4d49-934a-f0f6b241469d
1,3,6,358.66278,byplayer,1,5,11,1,2,46.682343,GBL_Lambu,account.da3e24f528be47e7a898f9cbc5913e85,0,5718.0776,0,0.0,0,1753,0,1948.8514,5,2,aa000576-177c-4ff9-9150-ae9b390742f9
0,0,0,0.0,byplayer,0,0,56,0,0,0.0,GEN_Inonix,account.b683ba2d6c0b4c728777d62de1aa9cbd,0,1734.7076,0,0.0,0,686,0,459.02426,6,14,713971a4-70bb-4dd7-983b-60bb884173f9
0,0,0,136.01144,byplayer,0,0,54,0,0,0.0,GEN_Asura,account.f02a466ef52c45d6a8ab6395bd9fbc84,0,1663.2633,0,0.0,0,716,0,373.52878,4,14,65b1e567-5c3b-4bff-a6ee-17ead8122fb4
2,0,7,481.3219,byplayer,0,8,12,2,2,15.244177,KPI_SzylzEN,account.934939055fa541f2a18383a0908166ee,0,1020.9378,0,0.0,0,1639,0,2546.2576,5,4,5cc23736-8c52-4181-8ec5-923bb6801dc2
4,1,7,436.04507,alive,1,4,4,3,4,22.014553,TL_clib,account.81d3e8ea564c46598ae212ef4db47746,1,6134.206,0,0.0,0,1753,0,1874.0532,8,1,14219228-4ad7-40c4-b400-37b2e6a02546
0,0,1,371.2539,byplayer,0,1,31,0,0,0.0,FURY_Ykikamucow,account.d3a65f8bcd004ea5b1af9f428c52f824,0,3071.4163,0,0.0,0,1492,0,1983.9967,4,6,408471e6-588d-4b56-85f4-c5310dd60965
1,0,5,136.17572,byplayer,0,5,39,0,0,0.0,DNW_Rex,account.f7f20e78ba10427e853a1ef85708ce41,0,3552.9116,0,0.0,0,1348,0,1468.7906,7,8,91be424e-7d32-4577-9412-b2b7fab6ed15
0,0,0,41.58,byplayer,0,0,58,0,0,0.0,GNL_Heaven,account.cd465904d99b4669a9e43f368d7c0e71,0,3761.589,0,0.0,0,669,0,647.95123,3,15,9bc11009-112a-417d-84b7-e0e7ea26a546
1,1,5,235.74315,byplayer,1,11,8,2,3,192.34982,TSM_FTX_ALOW,account.d78793e0d9284d0c9db75a09203fefc2,0,8412.935,0,0.0,0,1154,0,1257.5088,4,10,012635d1-d820-4091-9a27-27fbbe54c001
0,0,4,144.36949,byplayer,0,1,32,0,0,0.0,FURY_Fludd,account.cc3e9e3ae4d745fd985c23aa8a275d9b,0,3572.7883,0,0.0,0,1484,0,1730.6676,5,6,6fcfd6f4-6baf-4350-af54-4c81bf38cccc
0,0,1,0.0,byplayer,0,3,28,0,0,0.0,MCG_EviLLee,account.9d6b5b2a67eb4f3388ccda5abc86d1b6,0,0.0,0,0.0,0,177,0,159.3683,3,3,1ad73f9c-6b5d-414d-bc9a-6ddc01cb85d5
1,0,2,380.93182,byplayer,0,0,22,1,1,55.138283,DNW_seoul,account.0232512c00a341fb8a954ea8777b0cb6,0,0.0,0,0.0,0,1359,0,3145.3574,5,8,1877aeb0-b6b3-4b92-b1ce-3d5458de19a1
0,0,2,95.4,byplayer,0,1,60,0,0,0.0,ENCE_Rustanmar,account.2ca3e70c28b8488d8d33c62bf6859e36,0,1228.2853,0,0.0,0,935,0,1534.673,3,15,20fb6d11-4c1b-420a-a532-34d44022436e
0,0,1,0.0,byplayer,0,0,61,0,0,0.0,ENCE_Tiikzu,account.fe384a064efa4c0cbca86ad173dd3d27,0,2058.1257,0,0.0,0,934,0,1060.641,5,15,934b3bb6-3d86-4976-a0d5-484eaa9b66e6
0,0,1,0.0,byplayer,0,1,51,0,0,0.0,GEN_Asura,account.f02a466ef52c45d6a8ab6395bd9fbc84,0,11897.03,0,0.0,0,1178,0,663.97736,4,12,89e82c4e-cba1-4b2b-87ab-fae96f15b59a
0,2,4,87.5,byplayer,0,5,33,0,0,0.0,BRU_Eaddy,account.1e7348c8091d494bb5fe50d4298c5e9a,1,6857.9717,0,0.0,0,1674,0,2040.0522,4,5,19206525-951d-483f-9753-b73cee6c9401
1,1,7,294.69608,byplayer,0,2,12,1,2,165.26637,BRU_Conaxy,account.2af36fc5835d4156baaf109bbfd6baa2,0,7410.4023,0,0.0,0,1605,0,1821.3087,5,5,d6a77c5b-a532-4b2b-86e2-48222dbd337c
3,0,7,404.9736,byzone,0,5,9,1,2,28.954317,17_SuJiu,account.9eddb3b863c240d18f1637300619e040,0,2099.5752,0,0.0,0,1889,0,1422.6112,3,2,17d5acd6-57e5-4610-8382-9e241edf5281
0,0,0,167.67728,byplayer,0,0,48,0,0,0.0,TSM_FTX_ALOW,account.d78793e0d9284d0c9db75a09203fefc2,0,2618.0388,0,0.0,0,1203,0,1069.1172,4,11,d8b92faa-4252-45fb-97aa-826b7276cc5d
4,0,5,275.5267,byplayer,0,4,22,1,1,40.108322,FURY_Ronon,account.47ec2801a759472eae15f8a5bf923ef6,2,1883.4906,0,0.0,0,1679,0,2302.2673,9,4,f52ef6c2-1670-4b9a-9df1-6377774da852
0,0,3,65.34904,byplayer,0,0,54,0,0,0.0,GNL_Americano,account.2f99f4b4be7f440d8a4fc98fe40f2143,0,2623.2676,0,0.0,0,1167,0,1684.5181,5,13,b3c9c340-ca63-4611-b939-3f8a35d9b3d8
0,0,6,179.55478,byplayer,0,3,26,1,1,336.28763,DNW_seoul,account.0232512c00a341fb8a954ea8777b0cb6,0,4381.3276,0,0.0,0,1531,0,1712.923,6,7,4906c7e5-9186-438d-ac03-7806c9d141b8
0,0,4,25.715403,byplayer,0,6,37,0,0,0.0,DNW_LeClo,account.d809f466098c4dfd85be5180e088fa7f,0,3366.6997,0,0.0,0,1281,0,994.26953,5,7,bbdb4efa-3a31-4067-9cd5-9e462d0f1c32
2,0,3,64.199844,byplayer,1,12,17,1,2,137.05003,MCG_Tanki995,account.5c57574acf7043a28e9420737bd71988,0,1527.7467,0,0.0,0,1113,0,1563.4911,5,14,93f8627f-8381-47a8-bc04-1e084d55c287
0,0,5,44.967693,byplayer,1,14,30,1,1,45.259644,MCG_LingDuuuuuu,account.510027e2e1a542b2bfb3532014710f1f,0,3040.182,0,0.0,0,1116,0,1106.4816,7,14,465db057-a667-4e3f-bbd3-f12ec2ef15b7
0,0,0,44.55076,byplayer,0,1,62,0,0,0.0,VP_Lu,account.396ce0851cfb4a868e299982492e8ea3,0,0.0,0,0.0,0,931,0,660.5249,3,16,b9a66bda-a475-4ef5-8c52-1a6abe437d85
1,0,1,100.0,byplayer,1,4,31,1,1,41.769093,MCG_Summer,account.5cdfa06fd28a4172972eb5bcda665952,1,273.0974,0,0.0,0,831,0,1837.0055,3,14,f185d4c9-2782-4598-9b91-196463a07ac5
0,0,3,105.204346,byplayer,0,1,50,0,0,0.0,TSM_FTX_Purdy,account.dabe664cde2d403e9b726857078cadc2,0,1972.8633,0,0.0,0,1096,0,1695.0155,6,11,15f00f7f-27f8-4a82-9466-2cc5c439c098
1,1,3,579.27545,byplayer,0,1,23,1,1,28.586023,FURY_Insight,account.c7ebcc9870c34212b860d4af679d03e6,1,6336.455,0,0.0,0,1679,0,1656.9259,4,4,c10063a3-5a29-424e-aabf-851dc50af2ba
0,0,2,141.28217,byplayer,0,2,35,0,0,0.0,DNW_Rex,account.f7f20e78ba10427e853a1ef85708ce41,1,2728.185,0,0.0,0,1531,0,1035.6597,5,7,98391bb7-966b-4338-bf44-ddc2c9074633
1,0,4,241.93565,byplayer,0,0,14,2,2,98.324394,KPI_Dr4FTk1NG,account.a459daaf69b44d6c891e4a2dc1554f04,0,1289.957,0,0.0,0,1081,0,2192.8418,3,6,d8dcb63e-922c-40c8-8ad8-293fe7c72764
2,2,7,941.9374,byplayer,2,5,5,1,3,201.45978,OATH_Kickstart,account.b7f55e9dddd84613863c6dd68aa9e415,0,3191.9062,1,0.0,0,1719,1,1739.646,9,3,2fab5190-dea3-4221-8e59-cda79c4127f3
1,0,9,87.960464,byplayer,1,7,11,2,2,136.18138,BRU_GodMiao,account.4af2f0f4a9a24c2c80e0b99ce204b541,0,5158.275,0,0.0,0,1674,0,2193.5562,2,5,b5125484-d912-41e3-83b8-cd3beabf67a2
2,0,7,264.6546,alive,2,10,3,1,3,62.08135,GBL_Renba,account.8410010c1e134a40840e7d02976e10de,0,3212.6555,0,0.0,0,1864,0,1906.1653,7,1,685d7bdd-9005-411b-9a4b-e1ad544c112a
2,1,8,629.6593,byplayer,0,7,10,1,2,359.08356,FURY_Fludd,account.cc3e9e3ae4d745fd985c23aa8a275d9b,0,3461.3235,1,0.0,0,1609,0,1479.7238,5,4,a577caa2-56fd-4077-ad5e-9f24d1b3318a
0,0,2,73.3,byplayer,0,1,58,0,0,0.0,ENCE_D1gg3r1,account.c3197b96591247e3b2984ffd7b0c3ece,0,1414.3179,0,0.0,0,1062,0,1592.2139,6,15,d8587225-6d33-40a7-819d-84737fe1cfc8
1,0,2,215.37248,byplayer,0,1,16,1,2,376.5114,GEN_Pio,account.865f5247057949378fe72926705f3b1b,0,6444.77,0,0.0,0,1178,0,1389.7948,4,12,0222eab1-ef40-4d00-93e6-5c8f3ce20d87
1,1,4,173.11568,byplayer,0,5,38,0,0,0.0,TL_mxey,account.e6d6bdf0327f4453bcb187ee01fdbc54,2,8230.522,0,0.0,0,1452,1,1916.1019,4,8,90b586be-c6fa-4d7c-b64d-e5fe4c3ac78c
1,0,4,685.3367,byplayer,0,5,19,1,1,296.2386,17_shou,account.9afb3dc796dc41c7a2c628d9ffe3c2a8,0,1205.4241,0,0.0,0,1770,0,1334.1093,4,2,a279f3c0-594f-4f53-9911-1576d5cd7fdf
0,0,2,64.46872,byplayer,0,4,56,0,0,0.0,GNL_Tosi,account.0fed1c0f03eb4b2d84a90eae6c2360cc,0,501.82297,0,0.0,0,792,0,967.73486,2,13,999a70f2-88c3-4dc5-aca8-31b520138978
1,0,4,41.677124,byplayer,0,7,29,1,1,148.54413,GNL_Heaven,account.cd465904d99b4669a9e43f368d7c0e71,0,1336.3192,0,0.0,0,1144,0,2098.4385,9,13,8a4469c3-5876-4175-8107-429067fd84de
2,1,3,138.1319,byplayer,0,5,28,1,1,19.965649,HERO_curexi,account.4fdab66530644ba2aba72d2ca98eb90a,0,3782.6052,0,0.0,0,1316,0,1389.1924,5,10,1bea0085-4488-4cfb-a84f-e0408256139d
1,1,1,73.59845,byzone,0,2,52,0,0,0.0,GEN_Inonix,account.b683ba2d6c0b4c728777d62de1aa9cbd,0,10575.105,0,0.0,0,1178,0,825.8484,4,12,3b6c4bd2-f04b-4ff5-aad9-a583d8ebc48c
1,1,7,374.49542,byplayer,0,5,18,1,1,27.48569,17_LilGhost,account.2f6ae84a8b73465096f9c070ba0f34a4,1,1934.8638,0,0.0,0,1870,0,1660.7361,8,2,275febb3-7fe8-4ddc-841d-3e984dfe5277
0,0,3,119.02196,byplayer,0,0,49,0,0,0.0,TSM_FTX_penta,account.1e085ebc937e4bca8bd5fb2fad9fbfef,0,1421.8757,0,0.0,0,1198,0,1003.00305,3,11,00dd2f3c-40d6-401c-adcb-985f9b7baa8c
0,1,5,169.31395,byplayer,0,5,43,0,0,0.0,SSG_Keenan,account.176e7fe6928c42b0ba8c12f332f38830,0,3676.9653,0,0.0,0,1266,0,1222.3528,4,9,b8037a99-2aa8-4395-8dab-781cc62080c1
1,1,6,258.02716,byplayer,0,8,15,1,2,240.49873,HERO_PaG3,account.e4854eb038a24f0e892229b66bc86a46,0,3300.6072,0,0.0,0,1338,0,1601.3131,4,10,31170287-9fd6-4432-ab56-63aa2593f25a
1,1,3,24.042465,byplayer,0,2,42,0,0,0.0,SSG_Roth,account.1e65ca52d3c34648bc9267036734ff7c,0,3216.893,0,0.0,0,1443,0,1378.8369,3,9,aedccf64-1e3a-457e-9ffd-59a153f2126d
3,0,7,663.4694,byplayer,1,3,6,2,3,32.468956,KPI_Capitan,account.41ed8d4ced7a425983957dc8945af089,0,2242.11,0,0.0,0,1608,1,1198.1002,5,6,30e32f86-ba9b-43d1-b419-4e45d453dcb8
3,0,5,783.395,byplayer,1,5,1,3,6,63.7816,OATH_Snakers,account.924bf338d8fc4b5abb0bef29b622e9bb,0,1378.6106,0,0.0,0,1802,1,2376.3916,4,3,17765a70-0a9a-4e35-801a-23222c74cb2a
1,1,1,498.32376,byplayer,0,2,24,1,1,111.31432,FURY_Ykikamucow,account.d3a65f8bcd004ea5b1af9f428c52f824,0,3477.8352,0,0.0,0,1454,0,1547.0947,4,4,5d50ad74-8468-40bc-b8a2-e4df16a3e4c8
0,0,2,102.896324,byplayer,0,4,44,0,0,0.0,SSG_oldless,account.820fca10a2704eacb533f0c8d7feb0b0,0,3112.3916,0,0.0,0,1251,0,1236.1104,5,9,dd2b6ad9-12d5-4aec-aabe-983581e16ac3
0,0,0,0.0,byplayer,0,0,45,0,0,0.0,HERO_Beami,account.2ea6d149fa8c4c00864b5beb234da964,0,4428.198,0,0.0,0,1156,0,947.6498,5,10,906993c1-51a1-492c-abb0-3c4b676b82ea
0,0,3,58.61805,byplayer,0,8,36,0,0,0.0,DNW_Salute,account.f004af2e9cd6472a82410810814ee08b,0,3927.1853,0,0.0,0,1502,0,1016.454,6,7,a7fe0b3e-eb71-4d4b-b159-11260b8227b7
0,0,0,143.22,byplayer,0,0,64,0,0,0.0,VP_BatulinS,account.08c188ed97cd46d8877c6db830b96446,0,0.0,0,0.0,0,142,0,136.19383,1,16,7ffe2754-14fb-418e-9687-0152a57cfc87
1,2,3,400.74097,alive,0,3,8,1,2,343.7683,GBL_Adder,account.626f565fa8c24966a75819086521f918,0,2881.1677,0,0.0,0,1889,0,1688.5847,14,1,f7013652-96aa-438d-a20b-e524f83b396f
3,2,4,699.45184,byplayer,1,7,4,1,3,36.79696,17_Xbei,account.51374cc978324613854343ddaf025cd7,0,1612.6221,0,0.0,0,1889,0,1367.9977,6,2,479b52fa-34e8-4048-a999-537b80c2e02b
0,1,0,39.29557,byplayer,0,0,53,0,0,0.0,GEN_Esther,account.c8fac99383924dbf8da607af31f2a191,0,10514.941,0,0.0,0,1160,0,819.09015,5,12,6d369600-fc8e-4c2a-9bdd-f871e61535ac
0,2,1,39.6,byplayer,0,0,34,0,0,0.0,KPI_Em1hh,account.f8ab36983e5b45fab39d06d49990728c,0,1675.6218,0,0.0,0,1073,0,1149.0333,4,6,1f1fda53-6014-4294-863d-bf4bc85819c0
1,0,1,75.0,byplayer,0,0,32,1,1,251.17848,VP_Perfect1ks,account.332ca082ca76433fa9bd41a5b2696cac,0,0.0,0,0.0,0,878,0,718.2849,2,16,95dd1a64-16f6-4f54-83da-102ecd899dbe
0,0,3,0.0,byplayer,0,3,57,0,0,0.0,MCG_EviLLee,account.9d6b5b2a67eb4f3388ccda5abc86d1b6,0,885.4192,0,0.0,0,1081,0,1103.6212,4,14,09f72034-3b9d-45ff-895b-f4b49ed2ed7f
2,0,7,150.4091,byplayer,0,1,25,1,1,4.968808,BRU_Noardra,account.04397540df064bd4a28cafd142d5d5db,0,8076.7007,0,0.0,0,1606,1,1605.8645,4,5,9e400aae-eadd-4bdd-9f0d-f5953ca28cf8
1,1,1,172.89899,byplayer,0,2,59,0,0,0.0,ENCE_SKUIJKE,account.d298860040d14f0ca5bf45a1e266ffe6,0,3186.566,0,0.0,0,1062,0,1018.8878,6,15,51f69914-9a0d-4f20-bade-9cec132daadc
0,0,2,48.0,byplayer,0,1,63,0,0,0.0,VP_spyrro,account.8f7a9336b09646d09df0c581420b1738,0,0.0,0,0.0,0,931,0,849.2246,6,16,9c291540-5905-4e92-be6e-4a96feccf0c2
2,1,8,441.84952,alive,0,12,7,1,2,58.976856,GBL_Lambu,account.da3e24f528be47e7a898f9cbc5913e85,0,3508.7463,0,0.0,0,1889,1,1480.7163,7,1,085e7ee5-aec4-4f7e-b186-b220486918c1
1,1,1,172.29497,byplayer,0,0,47,0,0,0.0,TSM_FTX_luke12,account.b8ae161ccc484b25ae64a3ef438b4e03,0,2405.5017,0,0.0,0,1214,0,1421.2379,4,11,fdc94b20-2c57-4a7d-a90e-583d6f67432a
0,0,0,66.27,byplayer,0,0,55,0,0,0.0,GNL_Corn,account.15923c996fb440a4984764eb949a6f0d,0,724.7564,0,0.0,0,837,0,916.43195,4,13,4b872486-1d39-483b-bb39-772db7794ad9
1,0,5,131.74615,byplayer,1,5,27,1,1,10.740198,SSG_Sharpshot4k,account.3498474793054e3eb8932c90734f5355,0,3195.1074,0,0.0,0,1208,0,891.424,5,9,df42b4f8-00b3-47c7-a46a-a4c2121ff7b5
1,1,5,352.08453,byplayer,0,2,20,1,1,63.301804,OATH_Relo,account.a7e8f8f134334a6d933ee99183e3251f,1,3087.2554,0,0.0,0,1784,0,1638.6343,4,3,ff9e4de9-3012-4952-9e87-bcc210f35752
0,0,0,0.0,byplayer,0,0,46,0,0,0.0,HERO_TeaBone,account.b32ca34bce66479998f828724b99aabe,0,1807.3253,0,0.0,0,470,0,622.5516,8,10,639c4580-a374-4d33-8add-bc92a1b69320
0,0,7,51.744434,byplayer,0,8,41,0,0,0.0,TL_jeemzz,account.237b866a4f4848c8bfc1002d07dab622,0,6914.0913,0,0.0,0,1412,0,1014.00696,6,8,d1b12e01-5517-4cb1-a392-512495d3edf0
0,1,2,221.19426,byplayer,0,3,39,0,0,0.0,TL_clib,account.81d3e8ea564c46598ae212ef4db47746,0,7462.0483,0,0.0,0,1452,0,1573.9274,5,8,a3a38eec-5704-4ac9-bf60-b0b5959cc1c7
1,0,7,75.0,byplayer,0,5,40,0,0,0.0,TL_ibiza,account.94e9e160ce2f471c8e4892e55fd6c5be,0,7822.337,0,0.0,0,1452,0,1851.9559,6,8,b7eeb4ec-8fe0-4c9b-aa92-4a57fd670e5a
3,0,6,365.91815,byplayer,1,1,13,1,2,332.13617,KPI_SzylzEN,account.934939055fa541f2a18383a0908166ee,0,1855.1421,0,0.0,0,1599,0,2415.4539,5,6,f33fbf2b-bc9b-42f9-8978-89b428fb8c16
0,2,6,323.0722,byplayer,0,2,21,1,1,70.13655,OATH_Balefrost,account.039c6519067b474a948c19655de4e683,0,1615.6754,0,0.0,0,1732,2,2119.3628,5,3,9ec565fe-65ef-4ec0-8c2c-aaf087d72f3a
3,0,5,231.12067,alive,0,5,2,1,4,344.58746,GBL_Spear,account.cda51b156eab416c83e20b2acf614845,1,3738.413,0,0.0,0,1889,0,1301.4019,5,1,cc282bef-737c-41ba-8e55-6385a2702b21
1,0,0,100.0,byplayer,0,1,51,0,0,0.0,OATH_Snakers,account.924bf338d8fc4b5abb0bef29b622e9bb,0,3711.3245,0,0.0,0,1020,0,845.14954,6,12,7a875194-a71c-4cb2-a088-f7181710f904
1,0,2,157.3374,byplayer,1,0,24,1,1,391.01083,FURY_Insight,account.c7ebcc9870c34212b860d4af679d03e6,0,7578.2944,0,0.0,0,1261,0,874.05023,5,6,ffebd367-a8de-42ce-946e-ffb93b63099f
0,0,4,0.0,byplayer,0,2,48,0,0,0.0,GEN_Pio,account.865f5247057949378fe72926705f3b1b,0,8753.778,0,0.0,0,879,0,601.94867,4,10,7df4eb74-a0f3-447e-82a6-1748fbf89fb4
0,0,3,90.97443,byplayer,0,4,40,0,0,0.0,ENCE_SKUIJKE,account.d298860040d14f0ca5bf45a1e266ffe6,0,1631.2356,0,0.0,0,1161,1,1051.6979,3,8,37d14f75-4a99-437c-aaf2-6090d43202de
2,1,3,210.99232,byplayer,2,1,7,1,3,302.04797,HERO_PaG3,account.e4854eb038a24f0e892229b66bc86a46,1,4002.675,0,0.0,0,1367,0,1592.1577,3,5,5faf9743-7ad6-4f15-b401-58ba80d153cb
0,1,2,117.1358,byplayer,0,1,39,0,0,0.0,ENCE_D1gg3r1,account.c3197b96591247e3b2984ffd7b0c3ece,0,2376.4036,0,0.0,0,1263,0,1284.4221,5,8,c903f0a4-e8a8-4739-a800-3104c06d394e
2,2,1,359.221,byplayer,1,0,15,1,2,246.87772,ENCE_Rustanmar,account.2ca3e70c28b8488d8d33c62bf6859e36,0,2146.2268,0,0.0,0,1212,0,1242.2167,4,8,78470cd7-9f07-4295-9752-4d434f3f6614
0,0,1,56.399998,byplayer,0,3,53,0,0,0.0,OATH_Kickstart,account.b7f55e9dddd84613863c6dd68aa9e415,0,5727.1704,0,0.0,0,979,0,691.7097,4,12,a489038a-acdf-47fc-a784-ea9e6d200e6f
0,0,0,28.662039,byplayer,0,0,63,0,0,0.0,VP_spyrro,account.8f7a9336b09646d09df0c581420b1738,0,0.0,0,0.0,0,561,0,693.28546,5,16,7330ebc2-cb35-4d22-883a-97997761dc2f
2,2,3,514.0261,byplayer,0,0,11,1,2,277.06924,TL_clib,account.81d3e8ea564c46598ae212ef4db47746,0,197.098,0,0.0,0,1538,0,1995.1743,6,3,d99ed79f-1176-4b5e-99e7-217988c81078
2,1,6,485.2159,alive,0,3,5,1,3,176.94212,KPI_Dr4FTk1NG,account.a459daaf69b44d6c891e4a2dc1554f04,0,2230.9956,0,0.0,0,1571,2,1490.5619,6,1,92008a82-de07-4d25-b9cc-61eef2427122
0,0,3,0.0,byzone,0,1,44,0,0,0.0,GNL_Corn,account.15923c996fb440a4984764eb949a6f0d,0,5914.337,0,0.0,0,1128,0,1242.4855,3,9,30c26416-c4cc-48ab-a140-e6bb993f4854
0,0,5,131.678,byplayer,0,4,35,0,0,0.0,FURY_Ronon,account.47ec2801a759472eae15f8a5bf923ef6,0,8802.38,0,0.0,0,1316,0,1167.526,7,6,751e4706-dc48-4dd1-8708-fc55687baa9f
0,0,1,95.700005,byplayer,0,0,61,0,0,0.0,BRU_Eaddy,account.1e7348c8091d494bb5fe50d4298c5e9a,1,1918.0872,0,0.0,0,725,0,825.2773,4,15,1fdf56d1-3135-4c01-be43-e07d0ea71ae6
1,0,3,262.38156,byplayer,0,0,26,1,1,50.919086,17_shou,account.9afb3dc796dc41c7a2c628d9ffe3c2a8,0,5575.763,0,0.0,0,1281,0,1533.2505,5,7,3bbdd027-22fe-4fca-920b-f4dde9e47066
0,0,3,86.362495,byplayer,0,3,45,0,0,0.0,GEN_Esther,account.c8fac99383924dbf8da607af31f2a191,0,12153.881,0,0.0,0,1213,0,943.1912,3,10,0e59827d-e4dc-4812-8f8d-abd2c3e6e205
0,0,1,52.298172,byplayer,0,0,54,0,0,0.0,OATH_Relo,account.a7e8f8f134334a6d933ee99183e3251f,0,5431.1904,0,0.0,0,961,0,538.4472,2,12,d066ddc0-2477-4c50-9a01-2c6fa6ee2345
0,1,0,129.30624,byplayer,0,0,36,0,0,0.0,FURY_Ykikamucow,account.d3a65f8bcd004ea5b1af9f428c52f824,1,7450.973,0,0.0,0,1300,0,1219.8643,4,6,890abda0-e3eb-454b-956a-6bd713bd22dd
0,0,0,144.19371,byplayer,0,0,13,1,2,545.29193,FURY_Fludd,account.cc3e9e3ae4d745fd985c23aa8a275d9b,0,7563.416,0,0.0,0,1307,0,790.0232,6,6,7ab1dfb2-b501-4025-8f3f-a907d8716efa
0,0,1,31.92,byplayer,0,0,59,0,0,0.0,BRU_GodMiao,account.4af2f0f4a9a24c2c80e0b99ce204b541,0,2745.3066,0,0.0,0,732,0,676.157,7,15,0cc9a271-8c8b-4e39-a470-cd317fd5f3c2
3,2,7,476.32184,byplayer,0,4,10,1,2,123.83701,SSG_Roth,account.1e65ca52d3c34648bc9267036734ff7c,0,6123.4746,0,0.0,0,1535,0,1637.7571,6,2,cc1d0592-eb89-4f25-8ab9-ca1f959b3594
0,0,4,193.41554,byplayer,0,5,41,0,0,0.0,GNL_Heaven,account.cd465904d99b4669a9e43f368d7c0e71,0,5619.9355,0,0.0,0,1238,0,1063.0941,8,9,b1cfa22e-7113-417a-9d77-3be53ba1831d
2,0,1,285.65564,byplayer,0,1,29,1,1,11.049024,VP_Perfect1ks,account.332ca082ca76433fa9bd41a5b2696cac,0,0.0,0,0.0,0,598,0,272.32855,2,16,e1794070-cd3b-419d-b3f9-91583ec57e15
